Артикул,Артикул Каспи,Название,Ссылка,Статус,NTIN,Город,Цена,Цена 1 места,Цена закупа,Автоснижение,Мин.цена,Автоповышение,Макс.цена,Шаг демпинга,Позиция,Остатки,Предзаказ
108149068_47399474729,108149068,"Feng Yuan разделочная доска SUS 304 1 шт, нержавеющая сталь",https://kaspi.kz/shop/p/feng-yuan-razdelochnaja-doska-sus-304-1-sht-nerzhavejuschaja-stal--108149068/,Снято с продажи,,Астана,2100,0,0,0,0,0,0,0,0,0,0
123598562_5749948573,123598562,Портативное биде M-SOL ED-400,https://kaspi.kz/shop/p/portativnoe-bide-m-sol-ed-400-123598562/,Снято с продажи,6924392700758,Астана,2197,0,0,0,0,0,0,0,0,0,0
142668752 _4708190908286,130465095,"Снежинка пластик 3 шт, прозрачный",https://kaspi.kz/shop/p/snezhinka-plastik-3-sht-prozrachnyi-130465095/,Снято с продажи,,Астана,1199,0,0,0,0,0,0,0,0,0,0
382319400,153464758,Снежинка пластик 7 шт,https://kaspi.kz/shop/p/snezhinka-plastik-7-sht-153464758/,Снято с продажи,,Астана,2500,0,0,0,0,0,0,0,0,0,0
142668752 _4708190908285,130465067,"Олень подвесной на елку пластик 4 шт, прозрачный",https://kaspi.kz/shop/p/olen-podvesnoi-na-elku-plastik-4-sht-prozrachnyi-130465067/,Снято с продажи,,Астана,5120,0,0,0,0,0,0,0,0,0,0
856584576,153464946,Ангелы пластик 2 шт,https://kaspi.kz/shop/p/angely-plastik-2-sht-153464946/,Снято с продажи,,Астана,2500,0,0,0,0,0,0,0,0,0,0
130465067_884862389,130990123,"Олени пластик 4 шт, прозрачный",https://kaspi.kz/shop/p/oleni-plastik-4-sht-prozrachnyi-130990123/,Снято с продажи,,Астана,5120,0,0,0,0,0,0,0,0,0,0
142668752 _4708190908287,131482138,"Снежинки пластик, акрил 6 шт, прозрачный",https://kaspi.kz/shop/p/snezhinki-plastik-akril-6-sht-prozrachnyi-131482138/,Снято с продажи,,Астана,4989,0,0,0,0,0,0,0,0,0,0
115906266_0342941310376,115906266,Кристаллы для ванны 696181 пластик мультиколор,https://kaspi.kz/shop/p/kristally-dlja-vanny-696181-plastik-mul-tikolor-115906266/,Снято с продажи,,Астана,1290,0,0,0,0,0,0,0,0,0,0
107795050_56853367755,107795050,"Ваза 20 см 407722, стекло",https://kaspi.kz/shop/p/vaza-20-sm-407722-steklo-107795050/,Снято с продажи,,Астана,2388,0,0,0,0,0,0,0,0,0,0
153879951_5686543378,153879951,"Ваза 15 см 577482788, текстиль",https://kaspi.kz/shop/p/vaza-15-sm-577482788-tekstil--153879951/,Снято с продажи,,Астана,12519,0,0,0,0,0,0,0,0,0,0
113469654_4885325679,113469654,"Ваза 24.5 см ZHA089, стекло",https://kaspi.kz/shop/p/vaza-24-5-sm-zha089-steklo-113469654/,Снято с продажи,,Астана,4299,0,0,0,0,0,0,0,0,0,0
118027097_57389236392,118027097,"Ваза 25 см 30059826_369136059, стекло",https://kaspi.kz/shop/p/vaza-25-sm-30059826-369136059-steklo-118027097/,Снято с продажи,,Астана,4299,0,0,0,0,0,0,0,0,0,0
109422764_7583467424,109422764,"Ваза 29 см 164970, стекло, металл",https://kaspi.kz/shop/p/vaza-29-sm-164970-steklo-metall-109422764/,Снято с продажи,,Астана,6898,0,0,0,0,0,0,0,0,0,0
108651691_23123123,108651691,"Flower ваза 15 см Nordic FLR74698111, стекло, металл",https://kaspi.kz/shop/p/flower-vaza-15-sm-nordic-flr74698111-steklo-metall-108651691/,Снято с продажи,,Астана,1447,0,0,0,0,0,0,0,0,0,0
117337771_46832292753,117337771,Кистевой 1 шт 60 кг,https://kaspi.kz/shop/p/kistevoi-1-sht-60-kg-117337771/,Опубликовано,,Астана,6745,0,0,0,0,0,0,0,0,0,0
121161854_757878439,121161854,"Набор ланч-боксов 30303274_223054340 7 шт, пластик, полипропилен",https://kaspi.kz/shop/p/nabor-lanch-boksov-30303274-223054340-7-sht-plastik-polipropilen-121161854/,Снято с продажи,,Астана,3822,0,0,0,0,0,0,0,0,0,0
123436050_4387557872,123436050,"Полка для роутера PDR-24614, 24.5х6x14 см, белый",https://kaspi.kz/shop/p/polka-dlja-routera-pdr-24614-24-5h6x14-sm-belyi-123436050/,Опубликовано,,Астана,1000,0,0,0,0,0,0,0,0,0,0
131556007_7574756594,131556007,"Мягкая игрушка Sprunki Рэдди, высота 20 см, красный",https://kaspi.kz/shop/p/mjagkaja-igrushka-sprunki-reddi-vysota-20-sm-krasnyi-131556007/,Опубликовано,,Астана,1772,0,0,0,0,0,0,0,0,0,0
131508390_4785475894,131508390,"Мягкая игрушка Sprunki Грэй СПРУНКИ, 20 см, серый",https://kaspi.kz/shop/p/mjagkaja-igrushka-sprunki-grei-sprunki-20-sm-seryi-131508390/,Опубликовано,,Астана,969,0,0,0,0,0,0,0,0,0,0
131616156_784567847,131616156,"Мягкая игрушка Sprunki Вэнда, высота 20 см, белый",https://kaspi.kz/shop/p/mjagkaja-igrushka-sprunki-venda-vysota-20-sm-belyi-131616156/,Опубликовано,,Астана,1378,0,0,0,0,0,0,0,0,0,0
115439336_894561231,115439336,"Фуршетная клипса на тарелку 30099432_994937, нержавеющая сталь",https://kaspi.kz/shop/p/furshetnaja-klipsa-na-tarelku-30099432-994937-nerzhavejuschaja-stal--115439336/,Снято с продажи,,Астана,998,0,0,0,0,0,0,0,0,0,0
131509112_785794578,131509112,"Мягкая игрушка Sprunki Орен, высота 20 см, оранжевый",https://kaspi.kz/shop/p/mjagkaja-igrushka-sprunki-oren-vysota-20-sm-oranzhevyi-131509112/,Снято с продажи,,Астана,940,0,0,0,0,0,0,0,0,0,0
131508846_8754894867,131508846,"Мягкая игрушка Sprunki Винерия, высота 20 см, зеленый",https://kaspi.kz/shop/p/mjagkaja-igrushka-sprunki-vinerija-vysota-20-sm-zelenyi-131508846/,Снято с продажи,,Астана,998,0,0,0,0,0,0,0,0,0,0
131508774_5747758745,131508774,"Мягкая игрушка Sprunki Пинки, высота 20 см, розовый",https://kaspi.kz/shop/p/mjagkaja-igrushka-sprunki-pinki-vysota-20-sm-rozovyi-131508774/,Опубликовано,,Астана,1151,0,0,0,0,0,0,0,0,0,0
116889260_7587844784,116889260,"Бутылка для соусов, пластиковая, 500 мл",https://kaspi.kz/shop/p/butylka-dlja-sousov-plastikovaja-500-ml-116889260/,Снято с продажи,,Астана,558,0,0,0,0,0,0,0,0,0,0
140812573_754456734,140812573,Солнцезащитные для окон и машин черный 68x125 см,https://kaspi.kz/shop/p/solntsezaschitnye-dlja-okon-i-mashin-chernyi-68x125-sm-140812573/,Опубликовано,,Астана,1670,0,0,0,0,0,0,0,0,0,0
131508815_758457389,131508815,"Мягкая игрушка Sprunki Таннер, высота 20 см, коричневый, бежевый",https://kaspi.kz/shop/p/mjagkaja-igrushka-sprunki-tanner-vysota-20-sm-korichnevyi-bezhevyi-131508815/,Опубликовано,,Астана,1999,0,0,0,0,0,0,0,0,0,0
131509052_75485459346,131509052,"Мягкая игрушка Sprunki Блэк СПРУНКИ, 20 см, черный",https://kaspi.kz/shop/p/mjagkaja-igrushka-sprunki-blek-sprunki-20-sm-chernyi-131509052/,Опубликовано,,Астана,1199,0,0,0,0,0,0,0,0,0,0
123410030_5785834355,123410030,"Мягкая игрушка Стич и уточка, высота 30 см, мультиколор",https://kaspi.kz/shop/p/mjagkaja-igrushka-stich-i-utochka-vysota-30-sm-mul-tikolor-123410030/,Опубликовано,,Астана,1695,0,0,0,0,0,0,0,0,0,0
104088271_8596945834,104088271,Кукольный театр ECO Домашние животные EVA,https://kaspi.kz/shop/p/kukol-nyi-teatr-eco-domashnie-zhivotnye-eva-104088271/,Снято с продажи,,Астана,1204,0,0,0,0,0,0,0,0,0,0
139305819_8451256212,139305819,"HOME мыльница 118JBC 1 шт, пластик",https://kaspi.kz/shop/p/home-myl-nitsa-118jbc-1-sht-plastik-139305819/,Опубликовано,,Астана,997,0,0,0,0,0,0,0,0,0,0
137633111_6746773452,137633111,Дрип-пакеты для приготовления кофе 50 шт,https://kaspi.kz/shop/p/drip-pakety-dlja-prigotovlenija-kofe-50-sht-137633111/,Опубликовано,,Астана,908,0,0,0,0,0,0,0,0,0,0
145876669_7567328745,145876669,Воздуходувка 30399097_HFX-01,https://kaspi.kz/shop/p/vozduhoduvka-30399097-hfx-01-145876669/,Снято с продажи,,Астана,14872,0,0,0,0,0,0,0,0,0,0
131508553_757487685,131508553,"Мягкая игрушка Sprunki Саймон, высота 20 см, желтый",https://kaspi.kz/shop/p/mjagkaja-igrushka-sprunki-saimon-vysota-20-sm-zheltyi-131508553/,Снято с продажи,,Астана,998,0,0,0,0,0,0,0,0,0,0
133873074_59582080,133873074,Вакуумные банки силикон,https://kaspi.kz/shop/p/vakuumnye-banki-silikon-133873074/,Опубликовано,,Астана,2135,0,0,0,0,0,0,0,0,0,0
142154028_5734735456,142154028,Доска для рисования Электронная световая детская доска для рисования с питанием от USB оргстекло,https://kaspi.kz/shop/p/doska-dlja-risovanija-elektronnaja-svetovaja-detskaja-doska-dlja-risovanija-s-pitaniem-ot-usb-orgsteklo-142154028/,Опубликовано,,Астана,1140,0,0,0,0,0,0,0,0,0,0
107447119_6547839395,107447119,Открывалка для бутылок 16514442 механический,https://kaspi.kz/shop/p/otkryvalka-dlja-butylok-16514442-mehanicheskii-107447119/,Снято с продажи,,Астана,338,0,0,0,0,0,0,0,0,0,0
101785631_76858898343,101785631,"Дом Кондитера для льда, для десерта, для конфет, для мармелада, для мороженого, для шоколада Эскимо мини 456412, силикон",https://kaspi.kz/shop/p/dom-konditera-dlja-l-da-dlja-deserta-dlja-konfet-dlja-marmelada-dlja-morozhenogo-dlja-shokolada-eskimo-mini-456412-silikon-101785631/,Снято с продажи,,Астана,1150,0,0,0,0,0,0,0,0,0,0
137537081_74673472957,137537081,Кензан Кензан флористический 1 шт,https://kaspi.kz/shop/p/kenzan-kenzan-floristicheskii-1-sht-137537081/,Опубликовано,,Астана,1049,0,0,0,0,0,0,0,0,0,0
124339073_5475784958,124339073,563412 серебристый,https://kaspi.kz/shop/p/563412-serebristyi-124339073/,Опубликовано,,Астана,2283,0,0,0,0,0,0,0,0,0,0
135662598_45484862625,135662598,Футляр для зубной щетки пластик 2 шт,https://kaspi.kz/shop/p/futljar-dlja-zubnoi-schetki-plastik-2-sht-135662598/,Опубликовано,,Астана,1530,0,0,0,0,0,0,0,0,0,0
164489318_758433475,164489318,Обучающий набор Дыхательный трненажер пластик,https://kaspi.kz/shop/p/obuchajuschii-nabor-dyhatel-nyi-trnenazher-plastik-164489318/,Опубликовано,,Астана,916,0,0,0,0,0,0,0,0,0,0
151644040_578843934,151644040,Колпачки 4 шт для Volkswagen,https://kaspi.kz/shop/p/kolpachki-4-sht-dlja-volkswagen-151644040/,Опубликовано,,Астана,2849,0,0,0,0,0,0,0,0,0,0
110060941_5783898321,110060941,Ключ TOOPRE G30191 1,https://kaspi.kz/shop/p/kljuch-toopre-g30191-1-110060941/,Снято с продажи,,Астана,392,0,0,0,0,0,0,0,0,0,0
114975720_576898943,114975720,"Лавовая лампа LAVAORG, металл, стекло",https://kaspi.kz/shop/p/lavovaja-lampa-lavaorg-metall-steklo-114975720/,Опубликовано,,Астана,7997,0,0,0,0,0,0,0,0,0,0
110059418 _99350089534,110059418,Туристический коврик серебристый,https://kaspi.kz/shop/p/turisticheskii-kovrik-serebristyi-110059418/,Снято с продажи,,Астана,2000,0,0,0,0,0,0,0,0,0,0
139675387_5748783984,139675387,Уличный светильник LUMRAY Настенный фонарь «Alirom” 23 см,https://kaspi.kz/shop/p/ulichnyi-svetil-nik-lumray-nastennyi-fonar-alirom-23-sm-139675387/,Снято с продажи,,Астана,2189,0,0,0,0,0,0,0,0,0,0
123968911_68572824774,123968911,Колпачок 2461239,https://kaspi.kz/shop/p/kolpachok-2461239-123968911/,Опубликовано,,Астана,879,0,0,0,0,0,0,0,0,0,0
140113652_5648928875,140113652,"Колпачок BMW на ниппель из прочного полимера в чистом черном оттенке, 4 шт",https://kaspi.kz/shop/p/kolpachok-bmw-na-nippel-iz-prochnogo-polimera-v-chistom-chernom-ottenke-4-sht-140113652/,Снято с продажи,,Астана,697,0,0,0,0,0,0,0,0,0,0
108404910_8758450464,108404910,"Лавовая лампа ART-0102, пластик, стекло",https://kaspi.kz/shop/p/lavovaja-lampa-art-0102-plastik-steklo-108404910/,Опубликовано,,Астана,7568,0,0,0,0,0,0,0,0,0,0
153574154_846788496,153574154,"Лавовая лампа Лава лампа, металл, стекло",https://kaspi.kz/shop/p/lavovaja-lampa-lava-lampa-metall-steklo-153574154/,Опубликовано,,Астана,7568,0,0,0,0,0,0,0,0,0,0
114781250_854598045,114781250,"Лавовая лампа 520870, металл, стекло",https://kaspi.kz/shop/p/lavovaja-lampa-520870-metall-steklo-114781250/,Опубликовано,,Астана,7568,0,0,0,0,0,0,0,0,0,0
143283558_5873499026,143283558,Колпачок HYUNDAI,https://kaspi.kz/shop/p/kolpachok-hyundai-143283558/,Снято с продажи,,Астана,1185,0,0,0,0,0,0,0,0,0,0
123283507_6745438895,123283507,Колпачок 751233086,https://kaspi.kz/shop/p/kolpachok-751233086-123283507/,Опубликовано,,Астана,715,0,0,0,0,0,0,0,0,0,0
143283320_58374823944,143283320,Колпачок CHEVROLET,https://kaspi.kz/shop/p/kolpachok-chevrolet-143283320/,Опубликовано,,Астана,697,0,0,0,0,0,0,0,0,0,0
145058144_56783847462,145058144,Колпачок CHANGAN,https://kaspi.kz/shop/p/kolpachok-changan-145058144/,Опубликовано,,Астана,2849,0,0,0,0,0,0,0,0,0,0
140777998_7754595893,140777998,"Лавовая лампа QW8, металл, стекло",https://kaspi.kz/shop/p/lavovaja-lampa-qw8-metall-steklo-140777998/,Опубликовано,,Астана,7497,0,0,0,0,0,0,0,0,0,0
147821494_7457438934,147821494,Кубики 100 Steps Дыхательные гантели пластик,https://kaspi.kz/shop/p/kubiki-100-steps-dyhatel-nye-ganteli-plastik-147821494/,Опубликовано,,Астана,916,0,0,0,0,0,0,0,0,0,0
151853049_8576798554,151853049,"Декоративный светильник Интеллектуальная настенная ночная лампа с магнитным креплением, датчиком движения и 16-цветным RGB-подсветкой, металл",https://kaspi.kz/shop/p/dekorativnyi-svetil-nik-intellektual-naja-nastennaja-nochnaja-lampa-s-magnitnym-krepleniem-datchikom-dvizhenija-i-16-tsvetnym-rgb-podsvetkoi-metall-151853049/,Опубликовано,,Астана,2897,0,0,0,0,0,0,0,0,0,0
113474553_451451516,113474553,"Rose of love декоративный светильник 713528, металл, пластик, стекло",https://kaspi.kz/shop/p/rose-of-love-dekorativnyi-svetil-nik-713528-metall-plastik-steklo-113474553/,Опубликовано,,Астана,7400,0,0,0,0,0,0,0,0,0,0
119383154_5783439422,119383154,Колпачек 35699140,https://kaspi.kz/shop/p/kolpachek-35699140-119383154/,Опубликовано,,Астана,697,0,0,0,0,0,0,0,0,0,0
143283011_5734823902,143283011,Колпачок LEXUS,https://kaspi.kz/shop/p/kolpachok-lexus-143283011/,Опубликовано,,Астана,979,0,0,0,0,0,0,0,0,0,0
141997235_7588939484,141997235,Колпачок Mercedes,https://kaspi.kz/shop/p/kolpachok-mercedes-141997235/,Опубликовано,,Астана,797,0,0,0,0,0,0,0,0,0,0
110566743_1987987123,110566743,Desktop SprayFan зеленый,https://kaspi.kz/shop/p/desktop-sprayfan-zelenyi-110566743/,Снято с продажи,,Астана,2797,0,0,0,0,0,0,0,0,0,0
147574026_6154565103,147574026,"Массажер Дыхательный тренажер ручной пульсирующий, вакуумный",https://kaspi.kz/shop/p/massazher-dyhatel-nyi-trenazher-ruchnoi-pul-sirujuschii-vakuumnyi-147574026/,Опубликовано,,Астана,916,0,0,0,0,0,0,0,0,0,0
